119	(0-60);(60-0)	36.0
121	(0-61);(61-0)	50.8
123	(0-62);(62-0)	50.8
125	(0-63);(63-0)	69.8
127	(0-64);(64-0)	93.0
129	(0-65);(65-0)	99.8
131	(0-66);(66-0)	80.8
133	(0-67);(67-0)	87.6
135	(0-68);(68-0)	42.6
137	(0-69);(69-0)	24.2
139	(0-70);(70-0)	42.0
141	(0-71);(71-0)	79.2
143	(0-72);(72-0)	44.8
145	(0-73);(73-0)	40.2
147	(0-74);(74-0)	49.0
149	(0-75);(75-0)	55.4
151	(0-76);(76-0)	31.2
153	(0-77);(77-0)	39.2
155	(0-78);(78-0)	62.0
157	(0-79);(79-0)	51.0
159	(0-80);(80-0)	42.0
161	(0-81);(81-0)	55.0
163	(0-82);(82-0)	46.6
165	(0-83);(83-0)	42.0
167	(0-84);(84-0)	48.6
169	(0-85);(85-0)	46.0
171	(0-86);(86-0)	70.6
173	(0-87);(87-0)	36.6
175	(0-88);(88-0)	38.4
177	(0-89);(89-0)	18.0
179	(0-90);(90-0)	64.4
181	(0-91);(91-0)	51.2
183	(0-92);(92-0)	36.6
185	(0-93);(93-0)	40.4
187	(0-94);(94-0)	24.0
189	(0-95);(95-0)	29.6
191	(0-96);(96-0)	30.4
193	(0-97);(97-0)	34.4
195	(0-98);(98-0)	42.4
197	(0-99);(99-0)	34.8
199	(0-100);(100-0)	48.0
200	(0-53);(53-58);(53-0)	18.4
201	(0-53);(53-26);(26-58);(26-0)	31.200000000000003
202	(0-53);(53-26);(26-80);(26-0)	46.4
203	(0-53);(53-26);(26-4);(4-25);(4-0)	70.0
204	(0-53);(53-96);(96-91);(91-100);(91-0)	57.6
205	(0-53);(53-97);(97-91);(91-100);(91-0)	57.2
206	(0-53);(53-54);(54-24);(24-80);(24-0)	64.6
207	(0-53);(53-37);(37-91);(91-100);(91-0)	56.7
208	(0-53);(53-56);(56-4);(4-25);(4-0)	80.9
209	(0-27);(27-69);(69-88);(88-10);(10-32);(32-70);(32-0)	77.4
210	(0-27);(27-69);(69-88);(88-90);(90-32);(32-70);(32-0)	78.5
211	(0-28);(28-26);(26-58);(26-0)	33.1
212	(0-28);(28-26);(26-77);(26-0)	49.1
213	(0-28);(28-26);(26-13);(13-58);(13-0)	45.1
214	(0-28);(28-26);(26-13);(13-93);(13-0)	62.3
215	(0-28);(28-26);(26-74);(74-58);(74-0)	56.7
216	(0-28);(28-12);(12-76);(76-77);(76-0)	46.2
217	(0-28);(28-12);(12-76);(76-50);(50-1);(1-70);(1-0)	63.1
218	(0-28);(28-12);(12-76);(76-50);(50-1);(1-77);(1-0)	67.1
219	(0-28);(28-12);(12-76);(76-50);(50-68);(68-80);(68-0)	62.8
220	(0-28);(28-12);(12-76);(76-50);(50-68);(68-77);(68-0)	64.4
221	(0-28);(28-12);(12-76);(76-3);(3-68);(68-80);(68-0)	58.2
222	(0-6);(6-96);(96-93);(96-0)	40.5
223	(0-6);(6-96);(96-13);(13-93);(13-0)	55.7
224	(0-6);(6-96);(96-60);(60-89);(60-0)	41.9
225	(0-6);(6-96);(96-60);(60-93);(60-0)	54.099999999999994
226	(0-6);(6-96);(96-17);(17-93);(17-0)	67.0
227	(0-40);(40-94);(94-96);(96-17);(17-93);(17-0)	80.9
228	(0-40);(40-57);(57-97);(97-17);(17-93);(17-0)	94.1
229	(0-40);(40-57);(57-43);(43-91);(91-93);(91-0)	82.8
230	(0-52);(52-18);(18-6);(6-96);(96-17);(17-93);(17-0)	85.9
231	(0-52);(52-18);(18-84);(84-17);(17-93);(17-0)	72.1
232	(0-52);(52-18);(18-84);(84-96);(96-17);(17-93);(17-0)	95.0
233	(0-13);(13-58);(13-0)	26.1
234	(0-13);(13-89);(13-0)	30.799999999999997
235	(0-52);(52-18);(18-84);(84-60);(60-89);(60-0)	56.3
236	(0-52);(52-18);(18-84);(84-37);(37-13);(13-58);(13-0)	71.9
237	(0-52);(52-18);(18-84);(84-37);(37-13);(13-89);(13-0)	76.6
238	(0-52);(52-18);(18-84);(84-37);(37-60);(60-89);(60-0)	78.1
239	(0-52);(52-7);(7-8);(8-48);(8-0)	70.5
240	(0-52);(52-7);(7-8);(8-46);(46-48);(46-0)	82.19999999999999
241	(0-52);(52-51);(51-9);(9-34);(34-35);(35-77);(35-0)	109.1
242	(0-95);(95-44);(44-16);(16-86);(86-37);(37-13);(13-58);(13-0)	86.5
243	(0-95);(95-44);(44-16);(16-86);(86-37);(37-13);(13-89);(13-0)	91.2
244	(0-27);(27-69);(69-30);(30-70);(30-0)	51.5
245	(0-27);(27-69);(69-30);(30-20);(20-32);(20-0)	77.2
246	(0-27);(27-69);(69-30);(30-20);(20-70);(20-0)	65.5
247	(0-27);(27-69);(69-30);(30-20);(20-1);(1-70);(1-0)	77.9
248	(0-27);(27-69);(69-30);(30-20);(20-1);(20-0)	64.1
249	(0-27);(27-69);(69-30);(30-51);(51-20);(20-1);(1-70);(1-0)	88.1
250	(0-27);(27-69);(69-30);(30-51);(51-20);(20-1);(20-0)	74.3
251	(0-27);(27-69);(69-30);(30-51);(51-3);(3-54);(54-25);(54-0)	110.6
252	(0-27);(27-69);(69-30);(30-90);(90-66);(66-1);(66-0)	96.2
253	(0-27);(27-69);(69-30);(30-81);(81-3);(3-54);(54-25);(54-0)	112.2
254	(0-27);(27-30);(30-78);(78-3);(3-54);(54-25);(54-0)	118.80000000000001
255	(0-6);(6-96);(96-13);(96-0)	34.6
256	(0-6);(6-96);(96-89);(96-0)	33.2
257	(0-6);(6-96);(96-100);(96-0)	49.1
258	(0-6);(6-97);(97-13);(97-0)	37.6
259	(0-6);(6-97);(97-100);(97-0)	51.7
260	(0-94);(94-97);(97-100);(97-0)	49.6
261	(0-95);(95-38);(38-43);(43-100);(43-0)	100.2
262	(0-76);(76-3);(3-68);(68-24);(24-80);(24-0)	68.3
263	(0-76);(76-3);(3-68);(68-24);(68-0)	68.1
264	(0-99);(99-85);(85-100);(85-0)	51.4
265	(0-99);(99-85);(85-96);(96-13);(96-0)	50.1
266	(0-99);(99-85);(85-96);(85-0)	46.0
267	(0-6);(6-60);(60-89);(60-0)	38.0
268	(0-6);(6-97);(97-91);(91-100);(91-0)	57.300000000000004
269	(0-94);(94-97);(97-91);(91-100);(91-0)	55.2
270	(0-95);(95-38);(38-91);(91-100);(91-0)	86.6
271	(0-12);(12-3);(3-54);(54-24);(24-80);(24-0)	82.4
272	(0-12);(12-3);(3-54);(54-24);(54-0)	82.2
273	(0-12);(12-79);(79-3);(3-77);(3-0)	55.699999999999996
274	(0-12);(12-79);(79-3);(3-68);(68-24);(24-80);(24-0)	79.3
275	(0-12);(12-79);(79-3);(3-68);(68-24);(68-0)	79.1
276	(0-12);(12-79);(79-3);(3-54);(54-24);(24-80);(24-0)	89.6
277	(0-12);(12-79);(79-3);(3-54);(54-24);(54-0)	89.4
278	(0-6);(6-97);(97-60);(60-89);(60-0)	53.3
279	(0-6);(6-74);(74-58);(74-0)	63.5
280	(0-6);(6-74);(6-0)	62.6
281	(0-94);(94-74);(74-58);(74-0)	61.8
282	(0-94);(94-74);(94-0)	60.9
283	(0-95);(95-38);(38-74);(74-58);(74-0)	109.4
284	(0-95);(95-38);(38-74);(38-0)	108.5
285	(0-99);(99-85);(85-74);(85-0)	78.8
286	(0-99);(99-94);(94-13);(94-0)	38.9
287	(0-99);(99-94);(94-97);(97-13);(97-0)	46.9
288	(0-99);(99-94);(94-97);(97-60);(60-89);(60-0)	62.599999999999994
289	(0-6);(6-97);(6-0)	37.3
290	(0-6);(6-26);(6-0)	42.2
291	(0-6);(6-26);(26-74);(74-58);(74-0)	73.5
292	(0-6);(6-26);(26-74);(26-0)	72.6
293	(0-40);(40-56);(56-74);(74-58);(74-0)	61.8
294	(0-40);(40-56);(56-74);(56-0)	60.9
295	(0-31);(31-88);(88-10);(10-70);(10-0)	60.3
296	(0-31);(31-88);(88-10);(88-0)	56.699999999999996
297	(0-31);(31-88);(88-90);(90-10);(90-0)	70.6
298	(0-31);(31-88);(88-90);(90-66);(66-70);(66-0)	98.9
299	(0-31);(31-88);(88-90);(90-66);(66-1);(66-0)	97.5
300	(0-6);(6-26);(26-4);(4-25);(4-0)	88.7
301	(0-6);(6-26);(26-4);(4-80);(4-0)	83.2
302	(0-6);(6-26);(26-4);(4-58);(4-0)	74.1
303	(0-6);(6-26);(26-4);(26-0)	70.2
304	(0-94);(94-26);(26-4);(26-0)	70.3
305	(0-31);(31-11);(11-90);(90-10);(10-70);(10-0)	81.5
306	(0-31);(31-11);(11-90);(90-10);(10-32);(32-70);(32-0)	96.8
307	(0-31);(31-11);(11-90);(90-66);(66-70);(66-0)	106.2
308	(0-31);(31-11);(11-49);(49-48);(49-0)	93.89999999999999
309	(0-31);(31-11);(11-49);(49-32);(32-70);(32-0)	111.8
310	(0-59);(59-98);(98-85);(85-91);(91-100);(91-0)	54.7
311	(0-59);(59-98);(98-85);(85-91);(85-0)	53.2
312	(0-26);(26-4);(4-25);(4-0)	68.7
313	(0-26);(26-4);(4-80);(4-0)	63.2
314	(0-26);(26-4);(4-58);(4-0)	54.099999999999994
315	(0-26);(26-4);(26-0)	50.2
316	(0-95);(95-38);(38-96);(96-60);(60-89);(60-0)	96.69999999999999
317	(0-99);(99-84);(84-17);(17-93);(17-0)	68.1
318	(0-99);(99-84);(84-17);(84-0)	63.99999999999999
319	(0-99);(99-84);(84-96);(96-60);(60-89);(60-0)	65.9
320	(0-59);(59-99);(99-84);(84-17);(84-0)	66.6
321	(0-59);(59-99);(99-84);(84-96);(96-60);(60-89);(60-0)	68.5
322	(0-59);(59-98);(98-99);(99-96);(96-93);(96-0)	53.8
323	(0-59);(59-98);(98-99);(99-96);(99-0)	43.8
324	(0-53);(53-56);(56-74);(74-58);(74-0)	61.6
325	(0-53);(53-56);(56-74);(56-0)	60.7
326	(0-53);(53-55);(55-25);(55-0)	68.7
327	(0-53);(53-55);(55-4);(4-25);(4-0)	83.6
328	(0-28);(28-79);(79-50);(50-1);(50-0)	57.2
329	(0-28);(28-79);(79-50);(50-68);(68-80);(68-0)	70.7
330	(0-28);(28-79);(79-50);(50-68);(50-0)	69.0
331	(0-28);(28-79);(79-34);(34-77);(34-0)	72.8
332	(0-28);(28-79);(79-34);(34-68);(68-80);(68-0)	77.6
333	(0-28);(28-79);(79-34);(34-68);(34-0)	75.89999999999999
334	(0-28);(28-81);(81-34);(34-68);(68-80);(68-0)	79.6
335	(0-28);(28-81);(81-34);(34-68);(34-0)	77.89999999999999
336	(0-6);(6-96);(6-0)	30.5
337	(0-26);(26-74);(74-58);(74-0)	53.5
338	(0-26);(26-74);(26-0)	52.6
339	(0-94);(94-96);(96-13);(96-0)	35.3
340	(0-94);(94-96);(96-60);(60-89);(60-0)	42.6
341	(0-94);(94-96);(94-0)	31.2
342	(0-94);(94-97);(97-13);(97-0)	35.5
343	(0-94);(94-97);(94-0)	35.2
344	(0-76);(76-79);(79-55);(55-4);(4-58);(4-0)	88.69999999999999
345	(0-76);(76-79);(79-55);(55-4);(55-0)	84.8
346	(0-76);(76-81);(81-3);(3-68);(68-80);(68-0)	67.0
347	(0-76);(76-81);(81-3);(3-68);(3-0)	65.3
348	(0-28);(28-26);(28-0)	25.4
349	(0-28);(28-26);(26-24);(24-80);(24-0)	65.10000000000001
350	(0-28);(28-26);(26-24);(26-0)	64.9
351	(0-28);(28-12);(12-26);(26-24);(24-80);(24-0)	73.3
352	(0-28);(28-12);(12-26);(26-24);(26-0)	73.1
353	(0-28);(28-12);(12-54);(54-24);(24-80);(24-0)	64.9
354	(0-28);(28-12);(12-54);(54-24);(54-0)	64.7
355	(0-28);(28-12);(12-50);(50-24);(24-80);(24-0)	79.60000000000001
356	(0-28);(28-12);(12-50);(50-24);(50-0)	79.4
357	(0-28);(28-12);(12-55);(55-4);(4-58);(4-0)	70.5
358	(0-28);(28-12);(12-55);(55-4);(55-0)	66.6
359	(0-6);(6-26);(26-24);(24-80);(24-0)	81.9
360	(0-94);(94-26);(26-24);(24-80);(24-0)	82.0
361	(0-95);(95-38);(38-43);(43-13);(43-0)	94.5
362	(0-95);(95-38);(38-17);(17-93);(17-0)	101.8
363	(0-95);(95-38);(38-17);(38-0)	97.69999999999999
364	(0-18);(18-46);(46-48);(46-0)	74.9
365	(0-18);(18-46);(46-17);(17-93);(17-0)	88.10000000000001
366	(0-18);(18-46);(46-17);(46-0)	84.0
367	(0-2);(2-57);(57-97);(97-13);(97-0)	52.7
368	(0-2);(2-57);(57-97);(57-0)	52.400000000000006
369	(0-2);(2-57);(57-74);(74-58);(74-0)	63.199999999999996
370	(0-2);(2-57);(57-74);(57-0)	62.3
371	(0-40);(40-57);(57-43);(43-100);(43-0)	78.8
372	(0-40);(40-56);(56-4);(4-25);(4-0)	81.1
373	(0-40);(40-55);(55-24);(24-80);(24-0)	76.4
374	(0-2);(2-57);(57-56);(56-74);(74-58);(74-0)	77.19999999999999
375	(0-2);(2-57);(57-56);(56-74);(56-0)	76.3
376	(0-2);(2-57);(57-56);(56-4);(4-25);(4-0)	96.5
377	(0-2);(2-73);(73-22);(22-74);(74-58);(74-0)	62.5
378	(0-2);(2-73);(73-22);(22-74);(22-0)	61.6
379	(0-2);(2-73);(73-22);(22-56);(56-74);(74-58);(74-0)	74.6
380	(0-2);(2-73);(73-22);(22-56);(56-74);(56-0)	73.7
381	(0-2);(2-73);(73-22);(22-56);(56-4);(4-25);(4-0)	93.9
382	(0-53);(53-26);(53-0)	23.5
383	(0-40);(40-53);(40-0)	22.200000000000003
384	(0-40);(40-53);(53-50);(53-0)	53.5
385	(0-40);(40-26);(40-0)	29.200000000000003
386	(0-40);(40-57);(57-97);(57-0)	54.89999999999999
387	(0-40);(40-57);(57-74);(74-58);(74-0)	65.69999999999999
388	(0-40);(40-57);(57-74);(57-0)	64.8
389	(0-12);(12-79);(79-20);(20-32);(32-70);(32-0)	95.3
390	(0-12);(12-79);(79-66);(66-70);(66-0)	97.7
391	(0-12);(12-81);(81-50);(50-1);(50-0)	66.7
392	(0-12);(12-81);(81-50);(81-0)	62.1
393	(0-53);(53-55);(55-24);(24-80);(24-0)	73.9
394	(0-28);(28-76);(76-50);(50-1);(50-0)	42.5
395	(0-28);(28-76);(76-50);(50-68);(68-80);(68-0)	56.0
396	(0-28);(28-76);(76-50);(50-68);(50-0)	54.3
397	(0-28);(28-76);(76-79);(79-3);(3-68);(68-24);(24-80);(24-0)	75.3
398	(0-28);(28-76);(76-79);(79-3);(3-54);(54-24);(24-80);(24-0)	85.60000000000001
399	(0-28);(28-76);(76-79);(79-20);(20-32);(32-70);(32-0)	91.3
400	(0-28);(28-76);(76-81);(81-3);(3-68);(68-24);(24-80);(24-0)	84.10000000000001
401	(0-28);(28-76);(76-81);(81-3);(3-54);(54-24);(24-80);(24-0)	94.4
402	(0-28);(28-76);(76-81);(81-50);(50-68);(68-80);(68-0)	74.7
403	(0-28);(28-76);(76-81);(81-50);(50-68);(50-0)	73.0
404	(0-94);(94-26);(94-0)	42.3
405	(0-69);(69-10);(10-70);(10-0)	55.8
406	(0-69);(69-10);(69-0)	52.199999999999996
407	(0-69);(69-51);(51-9);(9-35);(35-77);(35-0)	87.69999999999999
408	(0-69);(69-51);(51-9);(9-35);(9-0)	85.0
409	(0-69);(69-51);(51-9);(9-20);(20-32);(32-70);(32-0)	90.49999999999999
410	(0-69);(69-51);(51-9);(9-66);(66-70);(66-0)	90.69999999999999
411	(0-21);(21-73);(73-41);(41-74);(74-58);(74-0)	63.800000000000004
412	(0-21);(21-73);(73-41);(41-74);(41-0)	62.900000000000006
413	(0-21);(21-73);(73-41);(41-56);(56-74);(74-58);(74-0)	75.6
414	(0-21);(21-73);(73-41);(41-56);(56-74);(56-0)	74.7
415	(0-53);(53-55);(55-4);(55-0)	65.1
416	(0-69);(69-20);(20-32);(32-70);(32-0)	76.5
417	(0-18);(18-6);(6-60);(60-89);(60-0)	53.8
418	(0-18);(18-10);(10-70);(10-0)	67.1
419	(0-18);(18-10);(18-0)	63.5
420	(0-2);(2-57);(57-26);(57-0)	57.1
421	(0-2);(2-57);(57-54);(54-24);(24-80);(24-0)	94.2
422	(0-2);(2-41);(41-56);(56-4);(56-0)	75.4
423	(0-2);(2-41);(41-26);(41-0)	64.39999999999999
424	(0-2);(2-41);(41-55);(55-25);(55-0)	93.69999999999999
425	(0-2);(2-41);(41-55);(55-4);(4-25);(4-0)	108.6
426	(0-2);(2-41);(41-55);(55-4);(55-0)	90.1
427	(0-40);(40-57);(57-43);(43-91);(91-100);(91-0)	83.9
428	(0-40);(40-55);(55-4);(55-0)	67.6
429	(0-69);(69-81);(81-34);(34-35);(35-77);(35-0)	95.19999999999999
430	(0-12);(12-78);(78-34);(34-35);(35-77);(35-0)	94.0
431	(0-92);(92-98);(98-61);(61-85);(85-93);(85-0)	56.39999999999999
432	(0-92);(92-98);(98-61);(61-85);(85-91);(91-100);(91-0)	63.6
433	(0-92);(92-98);(98-61);(61-84);(84-17);(17-93);(17-0)	76.5
434	(0-92);(92-98);(98-61);(61-87);(87-97);(97-13);(97-0)	67.7
435	(0-92);(92-98);(98-61);(61-87);(87-97);(87-0)	67.4
436	(0-92);(92-98);(98-44);(44-85);(85-91);(91-100);(91-0)	71.6
437	(0-92);(92-42);(42-87);(87-57);(57-97);(97-13);(97-0)	71.7
438	(0-92);(92-42);(42-87);(87-57);(57-97);(57-0)	71.4
439	(0-53);(53-54);(54-80);(54-0)	53.4
440	(0-53);(53-54);(53-0)	47.2
441	(0-6);(6-96);(96-91);(91-93);(91-0)	51.9
442	(0-40);(40-94);(94-96);(96-91);(91-93);(91-0)	65.8
443	(0-95);(95-38);(38-43);(43-91);(91-100);(91-0)	105.3
444	(0-95);(95-38);(38-43);(43-91);(91-93);(91-0)	104.2
445	(0-59);(59-99);(99-94);(94-96);(96-91);(91-93);(91-0)	66.6
446	(0-59);(59-5);(5-84);(84-17);(17-93);(17-0)	70.80000000000001
447	(0-59);(59-5);(5-84);(84-91);(91-93);(91-0)	68.9
448	(0-59);(59-5);(5-99);(99-96);(96-91);(91-93);(91-0)	71.4
449	(0-59);(59-5);(5-99);(99-85);(85-91);(91-93);(91-0)	67.3
450	(0-40);(40-53);(53-26);(53-0)	36.9
451	(0-40);(40-94);(94-96);(94-0)	44.4
452	(0-40);(40-54);(40-0)	51.3
453	(0-40);(40-55);(55-25);(55-0)	71.2
454	(0-18);(18-6);(6-96);(96-13);(96-0)	50.4
455	(0-18);(18-6);(6-96);(96-60);(60-89);(60-0)	57.699999999999996
456	(0-18);(18-6);(6-96);(6-0)	46.3
457	(0-2);(2-22);(22-26);(22-0)	61.300000000000004
458	(0-2);(2-22);(22-55);(55-25);(55-0)	89.5
459	(0-2);(2-75);(75-22);(22-74);(22-0)	64.9
460	(0-2);(2-75);(75-22);(22-56);(56-4);(4-58);(4-0)	82.6
461	(0-2);(2-75);(75-22);(22-56);(56-4);(56-0)	78.7
462	(0-6);(6-96);(96-17);(96-0)	62.9
463	(0-40);(40-94);(94-96);(96-17);(96-0)	76.8
464	(0-18);(18-6);(6-96);(96-17);(96-0)	78.69999999999999
465	(0-18);(18-10);(10-1);(10-0)	68.8
466	(0-99);(99-94);(94-96);(96-17);(96-0)	75.0
467	(0-21);(21-73);(73-41);(41-43);(43-100);(43-0)	90.4
468	(0-21);(21-73);(73-41);(41-26);(41-0)	65.4
469	(0-21);(21-73);(73-41);(41-55);(55-25);(55-0)	94.7
470	(0-21);(21-40);(40-94);(94-96);(96-17);(96-0)	90.69999999999999
471	(0-5);(5-99);(99-94);(94-96);(96-60);(60-89);(60-0)	63.6
472	(0-5);(5-99);(99-94);(94-96);(96-17);(17-93);(17-0)	88.7
473	(0-5);(5-99);(99-94);(94-96);(96-17);(96-0)	84.6
474	(0-40);(40-94);(40-0)	37.2
475	(0-40);(40-54);(54-24);(24-80);(24-0)	68.7
476	(0-40);(40-55);(55-4);(4-25);(4-0)	86.1
477	(0-18);(18-6);(18-0)	38.0
478	(0-59);(59-99);(99-85);(85-17);(17-93);(17-0)	73.7
479	(0-59);(59-99);(99-85);(85-17);(85-0)	69.6
480	(0-59);(59-99);(99-94);(94-96);(96-60);(60-89);(60-0)	56.6
481	(0-59);(59-99);(99-94);(99-0)	38.0
482	(0-59);(59-5);(5-61);(61-85);(85-93);(85-0)	60.3
483	(0-59);(59-5);(5-61);(61-85);(85-96);(85-0)	60.3
484	(0-59);(59-5);(5-61);(61-85);(85-60);(60-89);(60-0)	67.30000000000001
485	(0-18);(18-84);(84-17);(17-93);(17-0)	69.0
486	(0-18);(18-84);(84-17);(84-0)	64.9
487	(0-59);(59-98);(98-85);(85-96);(96-60);(60-89);(60-0)	58.900000000000006
488	(0-59);(59-98);(98-99);(99-85);(85-96);(96-60);(60-89);(60-0)	66.4
489	(0-59);(59-98);(98-61);(61-86);(86-91);(91-100);(91-0)	77.1
490	(0-59);(59-98);(98-61);(61-86);(86-17);(17-93);(17-0)	85.5
491	(0-59);(59-98);(98-61);(61-86);(86-17);(86-0)	81.4
492	(0-59);(59-98);(98-44);(44-86);(86-17);(17-93);(17-0)	86.5
493	(0-59);(59-98);(98-44);(44-86);(86-17);(86-0)	82.4
494	(0-5);(5-83);(83-8);(8-46);(46-48);(46-0)	83.7
495	(0-5);(5-83);(83-8);(8-46);(46-17);(17-93);(17-0)	96.9
496	(0-5);(5-83);(83-8);(8-46);(46-17);(46-0)	92.80000000000001
497	(0-52);(52-18);(18-6);(6-96);(96-60);(60-89);(60-0)	60.800000000000004
498	(0-52);(52-18);(18-6);(6-96);(6-0)	49.400000000000006
499	(0-52);(52-88);(88-7);(7-10);(10-70);(10-0)	69.7
500	(0-52);(52-88);(88-7);(7-10);(10-32);(32-70);(32-0)	85.0
501	(0-52);(52-88);(88-7);(7-10);(10-32);(10-0)	84.9
502	(0-52);(52-88);(88-7);(7-10);(10-1);(10-0)	71.4
503	(0-52);(52-7);(7-49);(49-48);(49-0)	89.10000000000001
504	(0-52);(52-7);(7-49);(49-60);(60-89);(60-0)	97.60000000000001
505	(0-52);(52-19);(19-49);(49-48);(49-0)	89.3
506	(0-52);(52-19);(19-49);(49-32);(49-0)	107.1
507	(0-52);(52-19);(19-49);(49-60);(60-89);(60-0)	97.80000000000001
508	(0-40);(40-54);(54-24);(54-0)	68.5
509	(0-40);(40-55);(55-24);(55-0)	76.2
510	(0-52);(52-7);(7-8);(8-46);(8-0)	78.1
511	(0-52);(52-7);(7-8);(8-60);(8-0)	62.699999999999996
512	(0-52);(52-7);(7-8);(8-89);(8-0)	60.099999999999994
513	(0-52);(52-7);(7-8);(7-0)	59.5
514	(0-76);(76-9);(9-34);(34-35);(35-77);(35-0)	99.4
515	(0-76);(76-9);(9-34);(34-35);(34-0)	96.7
516	(0-76);(76-9);(9-34);(34-24);(24-80);(24-0)	95.8
517	(0-76);(76-9);(9-34);(34-24);(24-25);(24-0)	114.1
518	(0-76);(76-9);(9-50);(50-1);(50-0)	71.2
519	(0-76);(76-9);(9-50);(9-0)	66.6
520	(0-12);(12-79);(79-68);(68-24);(24-80);(24-0)	78.7
521	(0-12);(12-79);(79-50);(50-1);(50-0)	61.2
522	(0-12);(12-79);(79-50);(79-0)	56.6
523	(0-76);(76-79);(79-50);(79-0)	52.5
524	(0-18);(18-84);(84-96);(96-13);(96-0)	59.50000000000001
525	(0-18);(18-84);(84-96);(96-89);(96-0)	58.1
526	(0-18);(18-84);(84-96);(84-0)	55.400000000000006
527	(0-59);(59-98);(98-61);(61-85);(85-96);(85-0)	56.39999999999999
528	(0-59);(59-98);(98-61);(61-84);(84-96);(96-89);(96-0)	65.6
529	(0-59);(59-98);(98-61);(61-84);(84-96);(84-0)	62.900000000000006
530	(0-59);(59-98);(98-16);(16-85);(85-93);(85-0)	59.7
531	(0-52);(52-7);(7-8);(8-46);(46-60);(60-89);(60-0)	81.19999999999999
532	(0-31);(31-11);(11-10);(11-0)	70.9
533	(0-31);(31-11);(11-50);(50-68);(50-0)	100.1
534	(0-21);(21-40);(40-58);(40-0)	38.1
535	(0-21);(21-40);(40-53);(40-0)	36.1
536	(0-83);(83-84);(84-60);(60-89);(60-0)	52.4
537	(0-83);(83-18);(18-84);(84-60);(60-89);(60-0)	65.1
538	(0-83);(83-82);(82-7);(7-48);(7-0)	71.8
539	(0-83);(83-82);(82-7);(7-8);(8-46);(46-48);(46-0)	97.89999999999999
540	(0-83);(83-82);(82-7);(7-8);(8-46);(46-60);(60-89);(60-0)	96.9
541	(0-72);(72-23);(23-67);(67-25);(67-0)	96.6
542	(0-6);(6-37);(37-100);(37-0)	49.0
543	(0-40);(40-94);(94-37);(37-100);(37-0)	61.199999999999996
544	(0-95);(95-38);(38-37);(37-100);(37-0)	90.3
545	(0-99);(99-85);(85-37);(37-100);(37-0)	54.2
546	(0-88);(88-8);(8-60);(8-0)	66.9
547	(0-88);(88-8);(8-17);(17-93);(17-0)	85.9
548	(0-88);(88-8);(8-17);(8-0)	81.8
549	(0-88);(88-8);(8-37);(37-100);(37-0)	89.3
550	(0-5);(5-98);(98-99);(99-85);(85-37);(37-100);(37-0)	72.2
551	(0-5);(5-98);(98-38);(38-37);(37-100);(37-0)	99.6
552	(0-5);(5-44);(44-38);(38-37);(37-100);(37-0)	95.8
553	(0-53);(53-55);(53-0)	62.0
554	(0-40);(40-55);(40-0)	64.5
555	(0-99);(99-85);(85-43);(43-91);(91-100);(91-0)	88.1
556	(0-88);(88-6);(6-96);(6-0)	60.60000000000001
557	(0-88);(88-6);(88-0)	52.300000000000004
558	(0-5);(5-84);(84-43);(43-91);(91-100);(91-0)	100.0
559	(0-5);(5-99);(99-85);(85-43);(43-100);(43-0)	92.6
